shot_id,timestamp,score_marker,sample_index,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,28,28.138489,-24.19074,-14.451922,1.5120559,6.4703474,-3.3711321
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,29,23.39065,-16.28686,-9.567541,-0.32531506,6.551443,-2.6816187
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,30,19.384212,-11.601302,-1.8996145,-2.8038616,7.0591903,-0.7363865
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,31,12.868511,-11.682749,-5.425759,-2.02726,6.4813995,0.30041373
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,32,7.0534863,-8.742299,-3.5297377,-1.2931373,5.7528696,0.7558282
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,33,3.8531272,-8.406932,-1.0540105,-0.76048887,5.053103,1.0205544
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,34,1.244451,-7.9278364,-1.7451061,-0.36473104,4.2586575,1.1957958
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,35,-2.1044278,-6.879814,-2.4194334,-0.0956104,3.011062,1.264907
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,36,-3.1620317,-5.7084255,-1.8660778,0.36433154,2.3949206,1.2177676
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,37,-4.787364,-4.4424148,-1.7486993,0.76608163,1.8658676,0.9859323
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,38,-5.9192276,-3.8471386,-2.0457387,1.1783515,1.3135111,0.76395106
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,39,-6.843882,-3.2243142,-2.0601115,1.2627764,1.1542492,0.57739097
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,40,-7.827226,-2.945241,-2.4829135,1.2778237,0.7024302,0.39362723
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,41,-7.5397687,-2.6565857,-2.9416478,1.2589147,0.47565508,0.3061397
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,42,-8.454842,-1.566643,-2.9931505,1.0976553,0.10732867,0.045408282
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,43,-8.727926,-1.8552982,-2.5260322,1.0075046,-0.0643173,-0.20307223
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,44,-9.165101,-2.4589586,-2.0601115,1.073553,-0.22384551,-0.32811147
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,45,-9.860988,-3.0518396,-1.3977617,1.2113758,-0.438636,-0.44196507
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,46,-9.625032,-3.5848336,-0.86716324,1.1447947,-0.5237266,-0.4744566
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,47,-9.857394,-3.969308,-0.047909573,1.0389309,-0.4791173,-0.5105436
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,48,-9.749598,-4.49272,0.2623049,0.9332001,-0.40308172,-0.49469727
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,49,-9.569937,-5.4053974,0.82763785,1.0158938,-0.27058542,-0.31066722
1779008847632,2026-05-17 11:07:27.632,S0-0_G2-1,50,-9.49927,-4.9346857,0.8444062,0.77566934,-0.29588622,-0.18416321
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,0,4.0914774,-6.714526,8.412921,0.6282589,-0.7402482,1.4502686
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,1,3.0206985,-8.048808,6.2869334,1.2228277,-0.7961763,1.3199029
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,2,2.0577161,-8.258412,4.70472,1.381557,-0.6760641,1.326561
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,3,0.532994,-10.897032,4.18011,1.846559,-0.80376655,1.313378
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,4,-0.014372871,-10.9138,3.674664,1.4388167,-0.57872254,1.3968706
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,5,-1.8588914,-11.201258,3.091365,1.2767584,-0.756494,1.4200408
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,6,-2.305648,-10.7401285,2.9560206,0.9525086,-0.64623576,1.2799543
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,7,-3.027885,-11.940263,2.9907548,1.006972,-0.7891187,1.49581
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,8,-2.182281,-11.322229,2.8075008,0.5022875,-0.67579776,1.7390972
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,9,-1.6013774,-9.736423,2.3260098,0.42305604,-0.6097493,1.8172634
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,10,-0.8144627,-7.3397465,1.9990269,0.6134779,-0.61733955,1.7129974
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,11,0.36650822,-6.482165,1.7451061,0.55728346,-0.67153656,1.642022
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,12,1.4983718,-5.635363,1.7834338,0.26699004,-0.64796686,1.5528034
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,13,2.223004,-5.1478834,1.1031178,-0.21345888,-0.7266657,1.3978027
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,14,1.8600891,-5.056855,0.76056445,-0.58325005,-1.3193703,1.073553
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,15,2.5439982,-6.748063,1.7403152,-0.985666,-1.7502829,0.82933366
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,16,2.6098738,-7.5325823,3.0314782,-1.1427972,-2.2259378,0.47765252
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,17,2.9380543,-7.9625707,4.3370137,-1.4184428,-2.570961,0.14527987
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,18,4.5011044,-8.830932,5.8054423,-1.4212393,-2.6641746,6.658106E-4
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,19,4.7430477,-9.554366,7.7565594,-1.3565224,-2.8340893,-0.17976886
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,20,6.853464,-8.402141,9.104016,-0.68125737,-3.0017405,-0.7592904
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,21,11.070704,-3.7549126,12.719991,-0.56647164,-2.2130213,-1.4579921
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,22,16.653366,-2.388292,15.998203,0.16938221,-0.7590241,-2.4175582
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,23,21.905453,-0.52341205,17.366022,-0.29189137,1.2502592,-3.3117418
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,24,26.482016,-3.1225064,18.355354,-1.6227136,3.3199978,-4.042802
1779008856233,2026-05-17 11:07:36.233,S0-0_G2-1,25,30.85017,-8.235655,16.11079,-1.6705188,6.009207,-4.828725
